node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGAE	ITGB1	9606.ENSP00000263087	9606.ENSP00000379350	0	0	0	0	0.063	0.190	0.720	0.444	0.866
ITGAE	ITGB7	9606.ENSP00000263087	9606.ENSP00000267082	0	0	0	0	0.063	0.335	0.900	0.988	0.999
ITGAL	ITGB8	9606.ENSP00000349252	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.900	0.396	0.948
ITGAL	ITGAV	9606.ENSP00000349252	9606.ENSP00000261023	0	0	0	0.560	0.053	0	0.900	0.469	0.920
ITGAL	ITGB7	9606.ENSP00000349252	9606.ENSP00000267082	0	0	0	0	0.274	0.190	0.900	0.538	0.969
ITGAL	ITGB6	9606.ENSP00000349252	9606.ENSP00000283249	0	0	0	0	0.065	0.190	0.900	0.423	0.950
ITGAL	ITGB5	9606.ENSP00000349252	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.900	0.441	0.951
ITGAL	JAM3	9606.ENSP00000349252	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.482	0.946
ITGAL	ITGAX	9606.ENSP00000349252	9606.ENSP00000454623	0	0	0	0.803	0.230	0	0.720	0.760	0.808
ITGAL	ITGAM	9606.ENSP00000349252	9606.ENSP00000441691	0	0	0	0.813	0.235	0	0.800	0.934	0.868
ITGAL	JAM2	9606.ENSP00000349252	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.178	0.914
ITGAL	ITGB3	9606.ENSP00000349252	9606.ENSP00000452786	0	0	0	0	0.079	0.190	0.900	0.692	0.974
ITGAL	ITGB1	9606.ENSP00000349252	9606.ENSP00000379350	0	0	0	0	0.079	0.190	0.900	0.717	0.976
ITGAL	ITGB2	9606.ENSP00000349252	9606.ENSP00000380948	0	0	0	0	0.418	0.870	0.900	0.989	0.999
ITGAM	ITGB8	9606.ENSP00000441691	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.720	0.354	0.844
ITGAM	ITGAV	9606.ENSP00000441691	9606.ENSP00000261023	0	0	0	0.579	0	0	0.720	0.520	0.778
ITGAM	ITGB7	9606.ENSP00000441691	9606.ENSP00000267082	0	0	0	0	0.131	0.190	0.720	0.413	0.869
ITGAM	ITGB6	9606.ENSP00000441691	9606.ENSP00000283249	0	0	0	0	0.074	0.190	0.720	0.313	0.836
ITGAM	ITGB5	9606.ENSP00000441691	9606.ENSP00000296181	0	0	0	0	0.084	0.190	0.720	0.349	0.846
ITGAM	JAM3	9606.ENSP00000441691	9606.ENSP00000299106	0	0	0	0	0	0.270	0.900	0.934	0.994
ITGAM	ITGB1	9606.ENSP00000441691	9606.ENSP00000379350	0	0	0	0	0.106	0.190	0.900	0.700	0.975
ITGAM	ITGB2	9606.ENSP00000441691	9606.ENSP00000380948	0	0	0	0	0.623	0.573	0.900	0.982	0.999
ITGAM	JAM2	9606.ENSP00000441691	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.111	0.907
ITGAM	ITGB3	9606.ENSP00000441691	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.720	0.572	0.897
ITGAM	ITGAX	9606.ENSP00000441691	9606.ENSP00000454623	0	0	0	0.962	0.547	0	0.900	0.915	0.954
ITGAV	ITGB8	9606.ENSP00000261023	9606.ENSP00000222573	0	0	0	0	0.063	0.964	0.900	0.847	0.999
ITGAV	ITGAX	9606.ENSP00000261023	9606.ENSP00000454623	0	0	0	0.579	0	0	0.720	0.364	0.759
ITGAV	JAM2	9606.ENSP00000261023	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.093	0.905
ITGAV	JAM3	9606.ENSP00000261023	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.153	0.911
ITGAV	LCK	9606.ENSP00000261023	9606.ENSP00000337825	0	0	0	0	0	0.075	0.900	0.227	0.922
ITGAV	ITGB7	9606.ENSP00000261023	9606.ENSP00000267082	0	0	0	0	0.063	0.261	0.900	0.576	0.966
ITGAV	ITGB2	9606.ENSP00000261023	9606.ENSP00000380948	0	0	0	0	0.063	0.336	0.900	0.635	0.974
ITGAV	ITGB6	9606.ENSP00000261023	9606.ENSP00000283249	0	0	0	0	0.081	0.979	0.900	0.872	0.999
ITGAV	ITGB1	9606.ENSP00000261023	9606.ENSP00000379350	0	0	0	0	0.121	0.847	0.900	0.965	0.999
ITGAV	ITGB3	9606.ENSP00000261023	9606.ENSP00000452786	0	0	0	0	0.063	0.985	0.900	0.993	0.999
ITGAV	ITGB5	9606.ENSP00000261023	9606.ENSP00000296181	0	0	0	0	0.118	0.728	0.900	0.967	0.999
ITGAX	ITGB8	9606.ENSP00000454623	9606.ENSP00000222573	0	0	0	0	0.063	0.190	0.720	0.363	0.846
ITGAX	ITGB7	9606.ENSP00000454623	9606.ENSP00000267082	0	0	0	0	0.087	0.190	0.720	0.417	0.863
ITGAX	ITGB6	9606.ENSP00000454623	9606.ENSP00000283249	0	0	0	0	0.063	0.190	0.720	0.303	0.832
ITGAX	ITGB5	9606.ENSP00000454623	9606.ENSP00000296181	0	0	0	0	0.063	0.190	0.720	0.287	0.828
ITGAX	JAM3	9606.ENSP00000454623	9606.ENSP00000299106	0	0	0	0	0	0.213	0.720	0.201	0.808
ITGAX	ITGB1	9606.ENSP00000454623	9606.ENSP00000379350	0	0	0	0	0.063	0.190	0.800	0.490	0.912
ITGAX	ITGB2	9606.ENSP00000454623	9606.ENSP00000380948	0	0	0	0	0.411	0.977	0.900	0.654	0.999
ITGAX	JAM2	9606.ENSP00000454623	9606.ENSP00000383376	0	0	0	0	0	0	0.720	0.071	0.728
ITGAX	ITGB3	9606.ENSP00000454623	9606.ENSP00000452786	0	0	0	0	0.063	0.190	0.720	0.442	0.865
ITGB1	ITGB8	9606.ENSP00000379350	9606.ENSP00000222573	0	0	0	0.845	0	0	0.900	0.525	0.907
ITGB1	ITGB7	9606.ENSP00000379350	9606.ENSP00000267082	0	0	0	0.927	0.062	0	0.900	0.520	0.905
ITGB1	ITGB6	9606.ENSP00000379350	9606.ENSP00000283249	0	0	0	0.914	0.947	0	0.900	0.500	0.994
ITGB1	ITGB5	9606.ENSP00000379350	9606.ENSP00000296181	0	0	0	0.909	0.088	0	0.900	0.667	0.910
ITGB1	JAM3	9606.ENSP00000379350	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.572	0.955
ITGB1	ITGB2	9606.ENSP00000379350	9606.ENSP00000380948	0	0	0	0.931	0.071	0	0.900	0.642	0.907
ITGB1	JAM2	9606.ENSP00000379350	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.306	0.927
ITGB1	ITGB3	9606.ENSP00000379350	9606.ENSP00000452786	0	0	0	0.923	0.070	0.273	0.900	0.736	0.930
ITGB2	ITGB8	9606.ENSP00000380948	9606.ENSP00000222573	0	0	0	0.828	0	0	0.900	0.281	0.904
ITGB2	ITGB7	9606.ENSP00000380948	9606.ENSP00000267082	0	0	0	0.930	0.231	0	0.900	0.577	0.923
ITGB2	ITGB6	9606.ENSP00000380948	9606.ENSP00000283249	0	0	0	0.884	0.054	0	0.900	0.447	0.906
ITGB2	ITGB5	9606.ENSP00000380948	9606.ENSP00000296181	0	0	0	0.874	0.042	0	0.900	0.446	0.905
ITGB2	JAM3	9606.ENSP00000380948	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.781	0.977
ITGB2	ITGB3	9606.ENSP00000380948	9606.ENSP00000452786	0	0	0	0.892	0.066	0	0.900	0.648	0.909
ITGB2	JAM2	9606.ENSP00000380948	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.342	0.931
ITGB3	ITGB8	9606.ENSP00000452786	9606.ENSP00000222573	0	0	0	0.864	0	0	0.900	0.496	0.906
ITGB3	ITGB7	9606.ENSP00000452786	9606.ENSP00000267082	0	0	0	0.889	0.078	0	0.900	0.391	0.907
ITGB3	ITGB6	9606.ENSP00000452786	9606.ENSP00000283249	0	0	0	0.946	0	0	0.900	0.523	0.902
ITGB3	ITGB5	9606.ENSP00000452786	9606.ENSP00000296181	0	0	0	0.954	0.088	0	0.900	0.669	0.907
ITGB3	JAM3	9606.ENSP00000452786	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.103	0.906
ITGB3	PTPN11	9606.ENSP00000452786	9606.ENSP00000340944	0	0	0	0	0.096	0.344	0	0.665	0.784
ITGB3	JAM2	9606.ENSP00000452786	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.073	0.903
ITGB5	ITGB8	9606.ENSP00000296181	9606.ENSP00000222573	0	0	0	0.864	0	0	0.900	0.547	0.907
ITGB5	ITGB7	9606.ENSP00000296181	9606.ENSP00000267082	0	0	0	0.884	0	0	0.900	0.323	0.903
ITGB5	ITGB6	9606.ENSP00000296181	9606.ENSP00000283249	0	0	0	0.939	0.060	0	0.900	0.581	0.905
ITGB5	JAM3	9606.ENSP00000296181	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.048	0.900
ITGB5	JAM2	9606.ENSP00000296181	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.066	0.902
ITGB5	LCK	9606.ENSP00000296181	9606.ENSP00000337825	0	0	0	0	0	0.070	0.900	0.112	0.910
ITGB6	ITGB8	9606.ENSP00000283249	9606.ENSP00000222573	0	0	0	0.876	0	0	0.900	0.614	0.907
ITGB6	ITGB7	9606.ENSP00000283249	9606.ENSP00000267082	0	0	0	0.886	0	0	0.900	0.288	0.902
ITGB6	JAM3	9606.ENSP00000283249	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0	0.900
ITGB6	JAM2	9606.ENSP00000283249	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.080	0.904
ITGB7	ITGB8	9606.ENSP00000267082	9606.ENSP00000222573	0	0	0	0.806	0	0	0.900	0.335	0.905
ITGB7	JAM2	9606.ENSP00000267082	9606.ENSP00000383376	0	0	0	0	0	0	0.900	0.082	0.904
ITGB7	JAM3	9606.ENSP00000267082	9606.ENSP00000299106	0	0	0	0	0	0	0.900	0.306	0.927
ITGB8	JAM2	9606.ENSP00000222573	9606.ENSP00000383376	0	0	0	0	0.060	0	0.900	0.062	0.904
ITGB8	JAM3	9606.ENSP00000222573	9606.ENSP00000299106	0	0	0	0	0.062	0	0.900	0.116	0.909
ITK	LCK	9606.ENSP00000398655	9606.ENSP00000337825	0	0	0	0.856	0.408	0.213	0.900	0.826	0.955
JAM2	JAM3	9606.ENSP00000383376	9606.ENSP00000299106	0	0	0	0.840	0.079	0.955	0.900	0.989	0.996
LCK	PDCD1	9606.ENSP00000337825	9606.ENSP00000335062	0	0	0	0	0.159	0	0.600	0.385	0.775
LCK	PTPN11	9606.ENSP00000337825	9606.ENSP00000340944	0	0	0	0.553	0.062	0.243	0.900	0.695	0.946
PDCD1	TNFRSF4	9606.ENSP00000335062	9606.ENSP00000368538	0	0	0	0	0.214	0	0	0.683	0.740
PDCD1	PTPN11	9606.ENSP00000335062	9606.ENSP00000340944	0	0	0	0	0	0.684	0.800	0.987	0.999
PTPN11	RUNX1	9606.ENSP00000340944	9606.ENSP00000300305	0	0	0	0	0	0	0.800	0.211	0.835
